Serial No,Date,Time,Browser,Browser Version,OS,OS Version,Device,User-Agent
1,2026-06-19,11:49:34,Chrome,149.0.0,Windows,10,Other,Unknown,Unknown,False,False,False,True,False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
